TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,mouse_intraperitoneal_LD50,mammal (species unspecified)_intraperitoneal_LD50,guinea pig_intraperitoneal_LD50,rat_intraperitoneal_LD50,rabbit_intraperitoneal_LD50,mouse_intraperitoneal_LDLo,rat_intraperitoneal_LDLo,mouse_intravenous_LD50,guinea pig_intravenous_LD50,rat_intravenous_LD50,rabbit_intravenous_LD50,dog_intravenous_LD50,cat_intravenous_LD50,mouse_intravenous_LDLo,guinea pig_intravenous_LDLo,rat_intravenous_LDLo,rabbit_intravenous_LDLo,dog_intravenous_LDLo,cat_intravenous_LDLo,mouse_oral_LD50,mammal (species unspecified)_oral_LD50,guinea pig_oral_LD50,rat_oral_LD50,rabbit_oral_LD50,dog_oral_LD50,cat_oral_LD50,bird-wild_oral_LD50,quail_oral_LD50,duck_oral_LD50,chicken_oral_LD50,mouse_oral_LDLo,rat_oral_LDLo,rabbit_oral_LDLo,dog_oral_LDLo,cat_oral_LDLo,man_oral_TDLo,women_oral_TDLo,human_oral_TDLo,mouse_unreported_LD50,mammal (species unspecified)_unreported_LD50,rat_unreported_LD50,mouse_skin_LD50,guinea pig_skin_LD50,rat_skin_LD50,rabbit_skin_LD50,rabbit_skin_LDLo,mouse_subcutaneous_LD50,mammal (species unspecified)_subcutaneous_LD50,guinea pig_subcutaneous_LD50,rat_subcutaneous_LD50,rabbit_subcutaneous_LD50,mouse_subcutaneous_LDLo,guinea pig_subcutaneous_LDLo,rat_subcutaneous_LDLo,rabbit_subcutaneous_LDLo,frog_subcutaneous_LDLo,mouse_intramuscular_LD50,rat_intramuscular_LD50,mouse_parenteral_LD50
TOX-44085,12380819,"ethyl 6-hydroxy-6-methyl-3-oxo-4-phenyl-2,4,5,7-tetrahydro-1H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c([nH][nH]c2=O)CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c([nH][nH]c2=O)CC1(C)O,BQTVUFVSWJPWQV-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9822976,,,,,,,,,,,,,,,,,,,
TOX-44086,3484223,"ethyl 4-(3,4-dimethoxyphenyl)-6-hydroxy-6-methyl-3-oxo-2,4,5,7-tetrahydro-1H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccc(OC)c(OC)c2)c2c([nH][nH]c2=O)CC1(C)O,CCOC(=O)C1C(c2ccc(OC)c(OC)c2)c2c([nH][nH]c2=O)CC1(C)O,JWMBRHXWZASKPP-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9808718,,,,,,,,,,,,,,,,,,,
TOX-44087,12380823,"ethyl 4-(3-ethoxy-4-phenylmethoxyphenyl)-6-hydroxy-6-methyl-3-oxo-2,4,5,7-tetrahydro-1H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccc(OCc3ccccc3)c(OCC)c2)c2c([nH][nH]c2=O)CC1(C)O,CCOC(=O)C1C(c2ccc(OCc3ccccc3)c(OCC)c2)c2c([nH][nH]c2=O)CC1(C)O,GBBZVGCMVBBCTO-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9416972,,,,,,,,,,,,,,,,,,,
TOX-44088,12380825,"ethyl 6-hydroxy-6-methyl-3-oxo-4-(4-phenylmethoxyphenyl)-2,4,5,7-tetrahydro-1H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccc(OCc3ccccc3)cc2)c2c([nH][nH]c2=O)CC1(C)O,CCOC(=O)C1C(c2ccc(OCc3ccccc3)cc2)c2c([nH][nH]c2=O)CC1(C)O,JCZKNGGRZKGFFJ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0359788,,,,,,,,,,,,,,,,,,,
TOX-44089,2989601,"methyl 6-hydroxy-6-methyl-3-oxo-4-phenyl-2,4,5,7-tetrahydro-1H-indazole-5-carboxylate",COC(=O)C1C(c2ccccc2)c2c([nH][nH]c2=O)CC1(C)O,COC(=O)C1C(c2ccccc2)c2c([nH][nH]c2=O)CC1(C)O,VZHOLBOAQIAJJD-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.973539,,,,,,,,,,,,,,,,,,,
TOX-44090,5305890,"methyl 4-(3,4-dimethoxyphenyl)-6-hydroxy-6-methyl-3-oxo-2,4,5,7-tetrahydro-1H-indazole-5-carboxylate",COC(=O)C1C(c2ccc(OC)c(OC)c2)c2c([nH][nH]c2=O)CC1(C)O,COC(=O)C1C(c2ccc(OC)c(OC)c2)c2c([nH][nH]c2=O)CC1(C)O,QBLGRWTYFRDGFV-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0397363,,,,,,,,,,,,,,,,,,,
TOX-44091,12380829,"ethyl 6-hydroxy-6-methyl-3-oxo-2,4-diphenyl-1,4,5,7-tetrahydroindazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccc3)c2=O)CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccc3)c2=O)CC1(C)O,CUGLEQFAVHFVDR-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.8878843,,,,,,,,,,,,,,,,,,,
TOX-44092,12380831,"ethyl 6-hydroxy-6-methyl-3-oxo-4-phenyl-2-pyridin-2-yl-1,4,5,7-tetrahydroindazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccn3)c2=O)CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccn3)c2=O)CC1(C)O,LPDVIPWOZYNJPL-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9125666,,,,,,,,,,,,,,,,,,,
TOX-44093,12380833,"methyl 6-hydroxy-6-methyl-3-oxo-2,4-diphenyl-1,4,5,7-tetrahydroindazole-5-carboxylate",COC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccc3)c2=O)CC1(C)O,COC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccc3)c2=O)CC1(C)O,LJGRELIWCWQPJB-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9408068,,,,,,,,,,,,,,,,,,,
TOX-44094,12380835,"ethyl 6-hydroxy-2,6-dimethyl-3-oxo-4-phenyl-1,4,5,7-tetrahydroindazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c([nH]n(C)c2=O)CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c([nH]n(C)c2=O)CC1(C)O,MOWSFNJEZAADQZ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0387427,,,,,,,,,,,,,,,,,,,
TOX-44095,12380839,"ethyl 6-hydroxy-6-methyl-4-phenyl-3-phenylmethoxy-1,4,5,7-tetrahydroindazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c(n[nH]c2OCc2ccccc2)CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c(n[nH]c2OCc2ccccc2)CC1(C)O,RBLGRXVFERLUJH-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0354255,,,,,,,,,,,,,,,,,,,
TOX-44096,12380841,"ethyl 3-(3-ethoxy-3-oxopropoxy)-6-hydroxy-6-methyl-4-phenyl-1,4,5,7-tetrahydroindazole-5-carboxylate",CCOC(=O)CCOc1[nH]nc2c1C(c1ccccc1)C(C(=O)OCC)C(C)(O)C2,CCOC(=O)CCOc1[nH]nc2c1C(c1ccccc1)C(C(=O)OCC)C(C)(O)C2,BAEDLKICINEWML-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0499432,,,,,,,,,,,,,,,,,,,
TOX-44097,12380840,"ethyl 2-benzoyl-3-benzoyloxy-6-hydroxy-6-methyl-4-phenyl-5,7-dihydro-4H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c(nn(C(=O)c3ccccc3)c2OC(=O)c2ccccc2)CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c(nn(C(=O)c3ccccc3)c2OC(=O)c2ccccc2)CC1(C)O,XTSOUWMASYRAAV-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0411754,,,,,,,,,,,,,,,,,,,
TOX-44098,12380837,"ethyl 6-hydroxy-3-methoxy-1,6-dimethyl-4-phenyl-5,7-dihydro-4H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c(OC)nn(C)c2CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c(OC)nn(C)c2CC1(C)O,HCWAMERNTFRFOB-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9744487,,,,,,,,,,,,,,,,,,,
TOX-44099,12380838,"ethyl 1-benzyl-6-hydroxy-6-methyl-4-phenyl-3-phenylmethoxy-5,7-dihydro-4H-indazole-5-carboxylate",CCOC(=O)C1C(c2ccccc2)c2c(OCc3ccccc3)nn(Cc3ccccc3)c2CC1(C)O,CCOC(=O)C1C(c2ccccc2)c2c(OCc3ccccc3)nn(Cc3ccccc3)c2CC1(C)O,OQKKRCZHYGADRK-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9887234,,,,,,,,,,,,,,,,,,,
TOX-44100,3049345,"2-hydrazinyl-2-phenyl-1,3-diazinane-4,6-dione",NNC1(c2ccccc2)NC(=O)CC(=O)N1,NNC1(c2ccccc2)NC(=O)CC(=O)N1,DJCVQQODNAFHOS-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9981838,,,,,,,,,,,,,,,,,,
TOX-44101,2863230,"dimethyl 4-hydroxy-4-methyl-6-oxo-2-phenylcyclohexane-1,3-dicarboxylate",COC(=O)C1C(=O)CC(C)(O)C(C(=O)OC)C1c1ccccc1,COC(=O)C1C(=O)CC(C)(O)C(C(=O)OC)C1c1ccccc1,NRKXAVULMYQWDF-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.8976091,,,,,,,,,,,,,,,,,,,
TOX-44102,651943,"4-amino-3-ethyl-2-sulfanylidene-1,3-thiazole-5-carboxamide",CCn1c(N)c(C(N)=O)sc1=S,CCn1c(N)c(C(N)=O)sc1=S,RXDZEBJWHTXTRV-UHFFFAOYSA-N,100.0039351,,,,,,,,,,,,,,,,,,,1000.039351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44103,3049367,"4-amino-3-benzyl-2-sulfanylidene-1,3-thiazole-5-carboxamide",NC(=O)c1sc(=S)n(Cc2ccccc2)c1N,NC(=O)c1sc(=S)n(Cc2ccccc2)c1N,KYVMDQPAZYWJQB-UHFFFAOYSA-N,100.0139432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0348577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44104,950014,"4-amino-3-(4-methoxyphenyl)-2-sulfanylidene-1,3-thiazole-5-carboxamide",COc1ccc(-n2c(N)c(C(N)=O)sc2=S)cc1,COc1ccc(-n2c(N)c(C(N)=O)sc2=S)cc1,XHWZKTWNQBCAEE-UHFFFAOYSA-N,100.0135058,,,,,,,,,,,,,,,,,,,1000.135058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44105,3049368,"4-amino-3-methyl-N'-phenyl-2-sulfanylidene-1,3-thiazole-5-carbohydrazide",Cn1c(N)c(C(=O)NNc2ccccc2)sc1=S,Cn1c(N)c(C(=O)NNc2ccccc2)sc1=S,WKCHAUVGDXXOOS-UHFFFAOYSA-N,100.0078467,,,,,,,,,,,,,,,,,,,1000.078467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44106,3049369,"4-amino-N',3-diphenyl-2-sulfanylidene-1,3-thiazole-5-carbohydrazide",Nc1c(C(=O)NNc2ccccc2)sc(=S)n1-c1ccccc1,Nc1c(C(=O)NNc2ccccc2)sc(=S)n1-c1ccccc1,ADQMXLVAJQXFLM-UHFFFAOYSA-N,99.98569138,,,,,,,,,,,,,,,,,,,999.8569138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44107,3049370,"3-ethyl-6-phenyl-2-sulfanylidene-[1,3]thiazolo[4,5-d]pyrimidin-7-one",CCn1c(=S)sc2c(=O)n(-c3ccccc3)cnc21,CCn1c(=S)sc2c(=O)n(-c3ccccc3)cnc21,MODVTQCAZNWGTM-UHFFFAOYSA-N,100.0051834,,,,,,,,,,,,,,,,,,,1000.051834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44108,3049371,"3-(4-methylphenyl)-6-phenyl-2-sulfanylidene-[1,3]thiazolo[4,5-d]pyrimidin-7-one",Cc1ccc(-n2c(=S)sc3c(=O)n(-c4ccccc4)cnc32)cc1,Cc1ccc(-n2c(=S)sc3c(=O)n(-c4ccccc4)cnc32)cc1,ZDFAAABYTWKXKD-UHFFFAOYSA-N,99.98406627,,,,,,,,,,,,,,,,,,,999.8406627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44109,3049373,N-heptyl-1-[14-[4-(heptylamino)pyridin-1-ium-1-yl]tetradecyl]pyridin-1-ium-4-amine,CCCCCCCNc1cc[n+](CCCCCCCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,CCCCCCCNc1cc[n+](CCCCCCCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,RVFHYESMLKEYRU-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,866.0403092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44110,3049376,N-heptyl-1-[12-[4-(heptylamino)pyridin-1-ium-1-yl]dodecyl]pyridin-1-ium-4-amine,CCCCCCCNc1cc[n+](CCCCCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,CCCCCCCNc1cc[n+](CCCCCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,UMNNQTIHZOCHTM-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,561.2120663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44111,3049379,N-hexyl-1-[14-[4-(hexylamino)pyridin-1-ium-1-yl]tetradecyl]pyridin-1-ium-4-amine,CCCCCCNc1cc[n+](CCCCCCCCCCCCCC[n+]2ccc(NCCCCCC)cc2)cc1,CCCCCCNc1cc[n+](CCCCCCCCCCCCCC[n+]2ccc(NCCCCCC)cc2)cc1,HNFLRYABBYOXDC-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,561.2120663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44112,198482,N-octyl-1-[10-[4-(octylamino)pyridin-1-ium-1-yl]decyl]pyridin-1-ium-4-amine,CCCCCCCCNc1cc[n+](CCCCCCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,CCCCCCCCNc1cc[n+](CCCCCCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,ZVXNYZWXUADSRV-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,999.9348941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44113,3049383,N-octyl-1-[8-[4-(octylamino)pyridin-1-ium-1-yl]octyl]pyridin-1-ium-4-amine,CCCCCCCCNc1cc[n+](CCCCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,CCCCCCCCNc1cc[n+](CCCCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,QZUWOCHWDWBFLI-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,866.0551025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44114,3049385,N-octyl-1-[6-[4-(octylamino)pyridin-1-ium-1-yl]hexyl]pyridin-1-ium-4-amine,CCCCCCCCNc1cc[n+](CCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,CCCCCCCCNc1cc[n+](CCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,PHWZFRGPWJRUHR-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,999.9436416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44115,3049387,N-nonyl-1-[8-[4-(nonylamino)pyridin-1-ium-1-yl]octyl]pyridin-1-ium-4-amine,CCCCCCCCCNc1cc[n+](CCCCCCCC[n+]2ccc(NCCCCCCCCC)cc2)cc1,CCCCCCCCCNc1cc[n+](CCCCCCCC[n+]2ccc(NCCCCCCCCC)cc2)cc1,SIEAFADJZVHHSU-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,999.9348941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44116,3049389,N-(2-ethylhexyl)-1-[12-[4-(2-ethylhexylamino)pyridin-1-ium-1-yl]dodecyl]pyridin-1-ium-4-amine,CCCCC(CC)CNc1cc[n+](CCCCCCCCCCCC[n+]2ccc(NCC(CC)CCCC)cc2)cc1,CCCCC(CC)CNc1cc[n+](CCCCCCCCCCCC[n+]2ccc(NCC(CC)CCCC)cc2)cc1,XENDEFUFECTMFG-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,1000.017213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44117,3049391,N-octyl-1-[9-[4-(octylamino)pyridin-1-ium-1-yl]nonyl]pyridin-1-ium-4-amine,CCCCCCCCNc1cc[n+](CCCCCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,CCCCCCCCNc1cc[n+](CCCCCCCCC[n+]2ccc(NCCCCCCCC)cc2)cc1,IDVQBOFNTNHZSJ-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,999.9832986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44118,3049393,N-(2-ethylhexyl)-1-[8-[4-(2-ethylhexylamino)pyridin-1-ium-1-yl]octyl]pyridin-1-ium-4-amine,CCCCC(CC)CNc1cc[n+](CCCCCCCC[n+]2ccc(NCC(CC)CCCC)cc2)cc1,CCCCC(CC)CNc1cc[n+](CCCCCCCC[n+]2ccc(NCC(CC)CCCC)cc2)cc1,OIOQEZPSDPZXGZ-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,1000.034292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44119,3049395,N-heptyl-1-[8-[4-(heptylamino)pyridin-1-ium-1-yl]octyl]pyridin-1-ium-4-amine,CCCCCCCNc1cc[n+](CCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,CCCCCCCNc1cc[n+](CCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,LPXZTFWXTPDOJJ-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,624.9647769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44120,3049397,N-heptyl-1-[9-[4-(heptylamino)pyridin-1-ium-1-yl]nonyl]pyridin-1-ium-4-amine,CCCCCCCNc1cc[n+](CCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,CCCCCCCNc1cc[n+](CCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,JDKLVCGAFJEPMA-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,707.0306526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44121,3049400,N-heptyl-1-[10-[4-(heptylamino)pyridin-1-ium-1-yl]decyl]pyridin-1-ium-4-amine,CCCCCCCNc1cc[n+](CCCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,CCCCCCCNc1cc[n+](CCCCCCCCCC[n+]2ccc(NCCCCCCC)cc2)cc1,NAJKKQLPYUFKIV-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,500.017147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44122,3049403,N-(2-ethylhexyl)-1-[10-[4-(2-ethylhexylamino)pyridin-1-ium-1-yl]decyl]pyridin-1-ium-4-amine,CCCCC(CC)CNc1cc[n+](CCCCCCCCCC[n+]2ccc(NCC(CC)CCCC)cc2)cc1,CCCCC(CC)CNc1cc[n+](CCCCCCCCCC[n+]2ccc(NCC(CC)CCCC)cc2)cc1,BWQYWFBGUAPJFQ-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,865.969019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44123,95045,"4-[4-(dimethylamino)phenyl]imino-2-methylcyclohexa-2,5-dien-1-one",CC1=C/C(=N/c2ccc(N(C)C)cc2)C=CC1=O,CC1=C/C(=N/c2ccc(N(C)C)cc2)C=CC1=O,TVFVEJDBKZLTOQ-UHFFFAOYSA-N,26.99932588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44124,95046,"4-[4-(dimethylamino)phenyl]imino-2-methoxycyclohexa-2,5-dien-1-one",COC1=CC(=Nc2ccc(N(C)C)cc2)C=CC1=O,COC1=CC(=Nc2ccc(N(C)C)cc2)C=CC1=O,YTRUZYBMZGIRFA-UHFFFAOYSA-N,24.99951229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44125,135408801,"N-[3-[4-(dimethylamino)phenyl]imino-6-oxocyclohexa-1,4-dien-1-yl]acetamide",CC(=O)NC1=CC(=Nc2ccc(N(C)C)cc2)C=CC1=O,CC(=O)NC1=CC(=Nc2ccc(N(C)C)cc2)C=CC1=O,LZFVZSSTYAVFGQ-UHFFFAOYSA-N,69.9972824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44126,99540,"4-bromoiminocyclohexa-2,5-dien-1-one",O=C1C=CC(=NBr)C=C1,O=C1C=CC(=NBr)C=C1,PZZRNAITVRJAKV-UHFFFAOYSA-N,40.00043007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44127,99541,"2,6-dibromo-4-bromoiminocyclohexa-2,5-dien-1-one",O=C1C(Br)=CC(=NBr)C=C1Br,O=C1C(Br)=CC(=NBr)C=C1Br,UJHGNSOCECCORW-UHFFFAOYSA-N,24.99999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44128,99542,"4-bromoimino-2,6-dichlorocyclohexa-2,5-dien-1-one",O=C1C(Cl)=CC(=NBr)C=C1Cl,O=C1C(Cl)=CC(=NBr)C=C1Cl,GXHZHOWLVGLIOS-UHFFFAOYSA-N,19.99937231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44129,3049430,4-(2-aminopropyl)aniline,CC(N)Cc1ccc(N)cc1,CC(N)Cc1ccc(N)cc1,UXAZIFYAGDKABZ-UHFFFAOYSA-N,549.9816944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44130,432198,"4-(2-aminopropyl)-3-fluoro-N,N-dimethylaniline",CC(N)Cc1ccc(N(C)C)cc1F,CC(N)Cc1ccc(N(C)C)cc1F,XAXQLAAMKCCLNQ-UHFFFAOYSA-N,124.994268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44131,3049433,"4-[2-(ethylamino)-2-methylpropyl]-N,N-dimethylaniline",CCNC(C)(C)Cc1ccc(N(C)C)cc1,CCNC(C)(C)Cc1ccc(N(C)C)cc1,HBNAORGVDKPUEF-UHFFFAOYSA-N,104.995235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44132,98367,1-nitropyrrolidine-2-carboxylic acid,O=C(O)C1CCCN1[N+](=O)[O-],O=C(O)C1CCCN1[N+](=O)[O-],CSDIOFGVLSDOSG-UHFFFAOYSA-N,204.2095022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44133,98368,1-nitropiperidine-2-carboxylic acid,O=C(O)C1CCCCN1[N+](=O)[O-],O=C(O)C1CCCCN1[N+](=O)[O-],NVNPOFYSSSAIFL-UHFFFAOYSA-N,365.9873905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44134,3049439,"1-(1,2,3,5,6,7-hexahydro-s-indacen-4-yl)-4-(2-phenylethyl)piperazine",c1ccc(CCN2CCN(c3c4c(cc5c3CCC5)CCC4)CC2)cc1,c1ccc(CCN2CCN(c3c4c(cc5c3CCC5)CCC4)CC2)cc1,BERMKHNFBDQWLR-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,1499.922082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44135,3049443,"3-(7-chloro-2,3-difluorothioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine",CN(C)CCC=C1c2cc(Cl)ccc2Sc2cc(F)c(F)cc21,CN(C)CCC=C1c2cc(Cl)ccc2Sc2cc(F)c(F)cc21,HPZDITUOJVLIFB-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,79.98885887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44136,3755501,"2-[[5-(2,2-dimethyl-1,3-dioxolan-4-yl)-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-6-yl]oxy]acetic acid",CC1(C)OCC(C2OC3OC(C)(C)OC3C2OCC(=O)O)O1,CC1(C)OCC(C2OC3OC(C)(C)OC3C2OCC(=O)O)O1,PQJQDUMTNKVEQJ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,3999.974873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44137,94777,N-(4-ethoxyphenyl)-2-hydroxybenzamide,CCOc1ccc(NC(=O)c2ccccc2O)cc1,CCOc1ccc(NC(=O)c2ccccc2O)cc1,AVEUZYHDYBJRPU-UHFFFAOYSA-N,5499.807603,,,,,,,3999.860077,,,,,,,,,,,,7999.720159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-44138,3049445,"5-ethyl-2-hydrazinyl-5-pentan-2-yl-1,3-diazinane-4,6-dione",CCCC(C)C1(CC)C(=O)NC(NN)NC1=O,CCCC(C)C1(CC)C(=O)NC(NN)NC1=O,KBBOBJTXLGJSQT-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.99888569,,,,,,,,,,,,,,,,,,
